,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice Month,Invoice Year,Invoice Day
1515,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,820,328000,164000,50%,In-store,March,2021,Wednesday
1516,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,525,210000,63000,30%,In-store,March,2021,Wednesday
1517,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Street Footwear,30.0,550,165000,57750,35%,In-store,March,2021,Wednesday
1518,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,400,140000,49000,35%,In-store,March,2021,Wednesday
1519,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,450,225000,67500,30%,In-store,March,2021,Wednesday
1520,Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Women's Apparel,40.0,550,220000,55000,25%,In-store,March,2021,Wednesday
1521,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Street Footwear,40.0,800,320000,160000,50%,In-store,April,2021,Sunday
1522,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,500,200000,60000,30%,In-store,April,2021,Sunday
1523,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,30.0,500,150000,52500,35%,In-store,April,2021,Sunday
1524,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.0,425,148750,52063,35%,In-store,April,2021,Sunday
1525,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,50.0,425,212500,63750,30%,In-store,April,2021,Sunday
1526,Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,40.0,550,220000,55000,25%,In-store,April,2021,Sunday
1527,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,820,410000,205000,50%,In-store,May,2021,Monday
1528,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,525,236250,70875,30%,In-store,May,2021,Monday
1529,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,500,200000,70000,35%,In-store,May,2021,Monday
1530,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,450,180000,63000,35%,In-store,May,2021,Monday
1531,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,475,237500,71250,30%,In-store,May,2021,Monday
1532,Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,600,330000,82500,25%,In-store,May,2021,Monday
1533,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,850,425000,212500,50%,In-store,June,2021,Saturday
1534,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000,81000,30%,In-store,June,2021,Saturday
1535,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,525,210000,73500,35%,In-store,June,2021,Saturday
1536,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,500,200000,70000,35%,In-store,June,2021,Saturday
1537,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,250000,75000,30%,In-store,June,2021,Saturday
1538,Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,55.0,650,357500,89375,25%,In-store,June,2021,Saturday
1539,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,875,437500,218750,50%,In-store,July,2021,Saturday
1540,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,625,281250,84375,30%,In-store,July,2021,Saturday
1541,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,550,220000,77000,35%,In-store,July,2021,Saturday
1542,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,500,200000,70000,35%,In-store,July,2021,Saturday
1543,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,525,262500,78750,30%,In-store,July,2021,Saturday
1544,Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,700,385000,96250,25%,In-store,July,2021,Saturday
1545,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,850,425000,212500,50%,In-store,August,2021,Wednesday
1546,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,625,281250,84375,30%,In-store,August,2021,Wednesday
1547,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,550,220000,77000,35%,In-store,August,2021,Wednesday
1548,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,525,210000,73500,35%,In-store,August,2021,Wednesday
1549,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,250000,75000,30%,In-store,August,2021,Wednesday
1550,Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,55.0,675,371250,92813,25%,In-store,August,2021,Wednesday
1551,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,800,400000,200000,50%,In-store,September,2021,Friday
1552,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000,81000,30%,In-store,September,2021,Friday
1553,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,525,210000,73500,35%,In-store,September,2021,Friday
1554,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,500,200000,70000,35%,In-store,September,2021,Friday
1555,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,500,250000,75000,30%,In-store,September,2021,Friday
1556,Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,55.0,600,330000,82500,25%,In-store,September,2021,Friday
1557,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,775,426250,213125,50%,In-store,October,2021,Tuesday
1558,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000,81000,30%,In-store,October,2021,Tuesday
1559,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,500,225000,78750,35%,In-store,October,2021,Tuesday
1560,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,475,213750,74813,35%,In-store,October,2021,Tuesday
1561,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,55.0,475,261250,78375,30%,In-store,October,2021,Tuesday
1562,Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,60.0,600,360000,90000,25%,In-store,October,2021,Tuesday
1563,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,750,412500,206250,50%,In-store,November,2021,Thursday
1564,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,575,258750,77625,30%,In-store,November,2021,Thursday
1565,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,520,234000,81900,35%,In-store,November,2021,Thursday
1566,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,500,225000,78750,35%,In-store,November,2021,Thursday
1567,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,55.0,475,261250,78375,30%,In-store,November,2021,Thursday
1568,Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,60.0,575,345000,86250,25%,In-store,November,2021,Thursday
1569,Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,55.0,800,440000,220000,50%,In-store,December,2021,Friday
1570,Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.0,600,270000,81000,30%,In-store,December,2021,Friday
1571,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,45.0,550,247500,86625,35%,In-store,December,2021,Friday
1572,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,500,225000,78750,35%,In-store,December,2021,Friday
1573,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,55.0,500,275000,82500,30%,In-store,December,2021,Friday
1574,Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,60.0,600,360000,90000,25%,In-store,December,2021,Friday
1575,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,30.0,350,105000,36750,35%,In-store,January,2021,Sunday
1576,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,350,140000,49000,35%,In-store,January,2021,Sunday
1577,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,350,140000,49000,35%,In-store,January,2021,Sunday
1578,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,200,80000,28000,35%,In-store,January,2021,Sunday
1579,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Apparel,45.0,150,67500,27000,40%,In-store,January,2021,Sunday
1580,Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Apparel,40.0,400,160000,48000,30%,In-store,January,2021,Sunday
1581,Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Street Footwear,30.0,450,135000,47250,35%,In-store,February,2021,Wednesday
1582,Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.0,350,140000,49000,35%,In-store,February,2021,Wednesday
1583,Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,350,140000,49000,35%,In-store,February,2021,Wednesday
1584,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,40.0,200,80000,28000,35%,In-store,February,2021,Wednesday
1585,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,45.0,125,56250,22500,40%,In-store,February,2021,Wednesday
1586,Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,40.0,325,130000,39000,30%,In-store,February,2021,Wednesday
1587,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,475,190000,66500,35%,In-store,March,2021,Tuesday
1588,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.0,325,162500,56875,35%,In-store,March,2021,Tuesday
1589,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,55.0,350,192500,67375,35%,In-store,March,2021,Tuesday
1590,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,250,125000,43750,35%,In-store,March,2021,Tuesday
1591,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,55.0,100,55000,22000,40%,In-store,March,2021,Tuesday
1592,Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,50.0,300,150000,45000,30%,In-store,March,2021,Tuesday
1593,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,475,261250,91438,35%,In-store,April,2021,Saturday
1594,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.0,275,165000,57750,35%,In-store,April,2021,Saturday
1595,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,60.0,325,195000,68250,35%,In-store,April,2021,Saturday
1596,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,225,101250,35438,35%,In-store,April,2021,Saturday
1597,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,50.0,125,62500,25000,40%,In-store,April,2021,Saturday
1598,Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,65.0,300,195000,58500,30%,In-store,April,2021,Saturday
1599,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,500,250000,87500,35%,In-store,May,2021,Tuesday
1600,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,350,192500,67375,35%,In-store,May,2021,Tuesday
1601,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,55.0,350,192500,67375,35%,In-store,May,2021,Tuesday
1602,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,275,137500,48125,35%,In-store,May,2021,Tuesday
1603,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,45.0,175,78750,31500,40%,In-store,May,2021,Tuesday
1604,Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,60.0,525,315000,94500,30%,In-store,May,2021,Tuesday
1605,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,775,426250,149188,35%,In-store,June,2021,Thursday
1606,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,65.0,650,422500,147875,35%,In-store,June,2021,Thursday
1607,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,80.0,650,520000,182000,35%,In-store,June,2021,Thursday
1608,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,80.0,525,420000,147000,35%,In-store,June,2021,Thursday
1609,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,90.0,400,360000,144000,40%,In-store,June,2021,Thursday
1610,Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,105.0,700,735000,220500,30%,In-store,June,2021,Thursday
1611,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,85.0,850,722500,252875,35%,In-store,July,2021,Friday
1612,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,90.0,700,630000,220500,35%,In-store,July,2021,Friday
1613,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,90.0,650,585000,204750,35%,In-store,July,2021,Friday
1614,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,85.0,550,467500,163625,35%,In-store,July,2021,Friday
1615,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,90.0,600,540000,216000,40%,In-store,July,2021,Friday
1616,Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,105.0,600,630000,189000,30%,In-store,July,2021,Friday
1617,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,90.0,800,720000,252000,35%,In-store,August,2021,Tuesday
1618,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.0,775,620000,217000,35%,In-store,August,2021,Tuesday
1619,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,70.0,650,455000,159250,35%,In-store,August,2021,Tuesday
1620,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.0,425,297500,104125,35%,In-store,August,2021,Tuesday
1621,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,70.0,425,297500,119000,40%,In-store,August,2021,Tuesday
1622,Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,75.0,250,187500,56250,30%,In-store,August,2021,Tuesday
1623,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,450,225000,78750,35%,In-store,September,2021,Saturday
1624,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,450,247500,86625,35%,In-store,September,2021,Saturday
1625,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,250,125000,43750,35%,In-store,September,2021,Saturday
1626,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,200,100000,35000,35%,In-store,September,2021,Saturday
1627,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,60.0,225,135000,54000,40%,In-store,September,2021,Saturday
1628,Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,45.0,250,112500,33750,30%,In-store,September,2021,Saturday
1629,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,350,140000,49000,35%,In-store,October,2021,Sunday
1630,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,525,288750,101063,35%,In-store,October,2021,Sunday
1631,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,50.0,350,175000,61250,35%,In-store,October,2021,Sunday
1632,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.0,325,146250,51188,35%,In-store,October,2021,Sunday
1633,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,55.0,300,165000,66000,40%,In-store,October,2021,Sunday
1634,Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,60.0,350,210000,63000,30%,In-store,October,2021,Sunday
1635,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,45.0,575,258750,90563,35%,In-store,November,2021,Wednesday
1636,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.0,650,325000,113750,35%,In-store,November,2021,Wednesday
1637,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,45.0,475,213750,74813,35%,In-store,November,2021,Wednesday
1638,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,55.0,450,247500,86625,35%,In-store,November,2021,Wednesday
1639,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,75.0,425,318750,127500,40%,In-store,November,2021,Wednesday
1640,Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,80.0,550,440000,132000,30%,In-store,November,2021,Wednesday
1641,Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,65.0,750,487500,170625,35%,In-store,December,2021,Thursday
1642,Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.0,750,562500,196875,35%,In-store,December,2021,Thursday
1643,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,70.0,550,385000,134750,35%,In-store,December,2021,Thursday
1644,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.0,550,385000,134750,35%,In-store,December,2021,Thursday
1645,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,80.0,475,380000,152000,40%,In-store,December,2021,Thursday
1646,Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,85.0,575,488750,146625,30%,In-store,December,2021,Thursday
1647,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,750,262500,131250,50%,In-store,January,2021,Tuesday
1648,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,550,192500,77000,40%,In-store,January,2021,Tuesday
1649,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,25.0,550,137500,41250,30%,In-store,January,2021,Tuesday
1650,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,30.0,400,120000,42000,35%,In-store,January,2021,Tuesday
1651,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,45.0,450,202500,81000,40%,In-store,January,2021,Tuesday
1652,Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,35.0,550,192500,105875,55%,In-store,January,2021,Tuesday
1653,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,35.0,800,280000,140000,50%,In-store,February,2021,Wednesday
1654,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,450,157500,63000,40%,In-store,February,2021,Wednesday
1655,Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,25.0,500,125000,37500,30%,In-store,February,2021,Wednesday
1656,Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.0,375,112500,39375,35%,In-store,February,2021,Wednesday
1657,Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Men's Apparel,45.0,450,202500,81000,40%,In-store,February,2021,Wednesday
1658,Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Apparel,35.0,550,192500,105875,55%,In-store,February,2021,Wednesday
1659,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,770,269500,134750,50%,In-store,March,2021,Monday
1660,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,35.0,450,157500,63000,40%,In-store,March,2021,Monday
1661,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,25.0,475,118750,35625,30%,In-store,March,2021,Monday
1662,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.0,325,97500,34125,35%,In-store,March,2021,Monday
1663,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Apparel,45.0,375,168750,67500,40%,In-store,March,2021,Monday
1664,Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Apparel,35.0,475,166250,91438,55%,In-store,March,2021,Monday
1665,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,35.0,725,253750,126875,50%,In-store,April,2021,Friday
1666,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,425,170000,68000,40%,In-store,April,2021,Friday
1667,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Street Footwear,30.0,450,135000,40500,30%,In-store,April,2021,Friday
1668,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,375,131250,45938,35%,In-store,April,2021,Friday
1669,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Apparel,50.0,400,200000,80000,40%,In-store,April,2021,Friday
1670,Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Apparel,40.0,525,210000,115500,55%,In-store,April,2021,Friday
1671,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,50.0,795,397500,198750,50%,In-store,May,2021,Saturday
1672,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,500,250000,100000,40%,In-store,May,2021,Saturday
1673,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,475,213750,64125,30%,In-store,May,2021,Saturday
1674,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,450,202500,70875,35%,In-store,May,2021,Saturday
1675,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Apparel,55.0,475,261250,104500,40%,In-store,May,2021,Saturday
1676,Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Apparel,60.0,575,345000,189750,55%,In-store,May,2021,Saturday
1677,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Street Footwear,55.0,825,453750,226875,50%,In-store,June,2021,Thursday
1678,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.0,575,287500,115000,40%,In-store,June,2021,Thursday
1679,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,550,247500,74250,30%,In-store,June,2021,Thursday
1680,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,525,236250,82688,35%,In-store,June,2021,Thursday
1681,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Apparel,60.0,525,315000,126000,40%,In-store,June,2021,Thursday
1682,Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Apparel,65.0,675,438750,241313,55%,In-store,June,2021,Thursday
1683,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,900,540000,270000,50%,In-store,July,2021,Thursday
1684,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.0,650,357500,143000,40%,In-store,July,2021,Thursday
1685,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Street Footwear,50.0,575,287500,86250,30%,In-store,July,2021,Thursday
1686,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.0,525,262500,91875,35%,In-store,July,2021,Thursday
1687,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Apparel,60.0,550,330000,132000,40%,In-store,July,2021,Thursday
1688,Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Apparel,65.0,725,471250,259188,55%,In-store,July,2021,Thursday
1689,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Street Footwear,60.0,875,525000,262500,50%,In-store,August,2021,Monday
1690,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.0,650,357500,143000,40%,In-store,August,2021,Monday
1691,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,575,258750,77625,30%,In-store,August,2021,Monday
1692,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,525,183750,64313,35%,In-store,August,2021,Monday
1693,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Apparel,45.0,500,225000,90000,40%,In-store,August,2021,Monday
1694,Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Apparel,50.0,675,337500,185625,55%,In-store,August,2021,Monday
1695,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Street Footwear,45.0,800,360000,180000,50%,In-store,September,2021,Wednesday
1696,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.0,600,240000,96000,40%,In-store,September,2021,Wednesday
1697,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Street Footwear,35.0,500,175000,52500,30%,In-store,September,2021,Wednesday
1698,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,475,166250,58188,35%,In-store,September,2021,Wednesday
1699,Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Apparel,45.0,475,213750,85500,40%,In-store,September,2021,Wednesday
